CALC-PRIME,INST_RETIRED,INST_SPEC_EXEC,INST_SPEC_EXEC_VFP,INST_SPEC_EXEC_INTEGER_INST,CPU_CYCLES
1000000,33546520882,40467665294,0,17458145907,43555936848
1000000,33546565000,40374713984,0,17419389925,43568437179
1000000,33546592692,40399489027,0,17427152618,43572842707
1000000,33546534518,40388562625,0,17422274665,43580661697
1000000,33546458838,40381313391,0,17419987896,43574513532
