WHETSTONE,L1D_READ_ACCESS,L1D_WRITE_ACCESS,L1D_READ_REFILL,L1D_WRITE_REFILL,L2D_READ_ACCESS,L2D_WRITE_ACCESS
200000,15460963979,6185476735,6267,182,27283,6507
200000,15448155042,6111684151,5790,126,24292,5982
200000,15448134859,6111676327,5625,76,23712,5742
200000,15448135665,6111675669,5682,91,24337,5873
200000,15448136314,6111675975,5766,113,25239,5968
