DHRYSTONE,INST_RETIRED,INST_SPEC_EXEC,INST_SPEC_EXEC_VFP,INST_SPEC_EXEC_INTEGER_INST,CPU_CYCLES
10000000,12720003506,15904114541,0,6859409079,8874598658
10000000,12720000636,16025548462,0,6913292304,8918881225
10000000,12720000636,14901408872,0,6432224045,8324551317
10000000,12720000636,15111384819,0,6521012036,8427465087
10000000,12720000636,14894931134,0,6428452237,8302457931
