WHETSTONE,L1I_CACHE_REFILL,L1I_CACHE_ACCESS,L1D_CACHE_REFILL,L1D_CACHE_ACCESS,L2D_CACHE_ACCESS,L2D_CACHE_REFILL
200000,15830,16899612464,8107,21654832189,39976,4259
200000,13347,16604388372,6974,21559804213,32955,3383
200000,11776,16603653326,6468,21559791040,29586,1942
200000,12553,16604873638,6642,21559802495,32063,2860
200000,12443,16604060649,6249,21559784051,30861,1916
