CALC-PI,INST_RETIRED,INST_SPEC_EXEC,INST_SPEC_EXEC_VFP,INST_SPEC_EXEC_INTEGER_INST,CPU_CYCLES
100000000,16200005478,16200173425,3200033160,5800063384,10518471036
100000000,16200001478,16200187715,3200038089,5800067977,10776926985
100000000,16200001478,16200172726,3200034646,5800062517,10787574620
100000000,16200001478,16200166465,3200033506,5800059911,10802170024
100000000,16200001478,16200172440,3200034739,5800062011,10782331967
