DHRYSTONE,L1I_CACHE_REFILL,L1I_CACHE_ACCESS,L1D_CACHE_REFILL,L1D_CACHE_ACCESS,L2D_CACHE_ACCESS,L2D_CACHE_REFILL
10000000,9512,5378407411,7362,6474281294,15008816,1807
10000000,8724,5423543419,6148,6495970909,14419635,1801
10000000,8022,5424070869,5951,6480321406,15344416,925
10000000,8296,5392290011,7426,6468199010,14356371,1105
10000000,8714,5420486665,6257,6486687558,16008232,1216
